      x1        x2         z
    1.9256    0.9247    0.8806
    1.9326   -0.6056    0.3288
         0    1.8182         0
    2.5853    1.8182    1.6601
   -1.9530    1.1955   -1.2375
    0.5988    2.0340    2.4710
   -0.2832    1.3639   -0.4781
   -1.5209    2.1697   -4.4750
    1.9326    0.2747    0.0763
   -0.6029    2.7781   -4.0098
    1.9326    3.0298    9.3249
         0    0.2747         0
         0   -2.6738         0
   -1.2405    0.9247   -0.8116
   -1.9530   -1.5334   -2.1622
   -1.9530   -0.3083   -0.0936
   -2.5647   -0.9637   -0.5150
    2.5560         0         0
   -0.8614    1.1955   -1.1189
   -2.8625    0.2747   -0.0215
    1.6335    2.0340    4.0249
   -1.7004   -2.3049   -5.3979
   -1.2405   -1.2848   -1.6584
    1.6335    2.7781    8.3566
   -1.9530    0.2747   -0.0661
    3.0164    1.3639    0.2466
   -1.5209   -2.7618   -8.0283
    1.9256    0.2747    0.0653
   -1.5209    1.3639   -1.9434
    0.8891   -2.3049    4.4258
   -2.6090   -2.1487   -2.3934
    0.2919   -1.5334    0.6164
    1.9256    2.1697    4.0171
   -2.5647    1.3639   -0.9986
   -2.6090   -1.7491   -1.6182
   -1.9530   -1.2848   -1.4783
    0.2919    0.5414    0.0821
   -2.8625   -2.1487   -1.3360
    2.5853   -1.5334    1.2920
   -1.2405    3.0298   -8.0014
    3.0164    2.0340    0.4857
   -0.2832   -1.2848   -0.4647
    1.9326    1.1955    1.3840
   -1.2405    2.0340   -3.7342
    1.9326    0.9247    0.8227
    0.5988   -2.1487    2.6650
    2.5853   -2.6738    3.5098
    3.0164    3.0298    1.1457
    0.2919    0.9247    0.2300
    2.5853   -2.1487    2.3662
    1.9326   -1.7491    2.6341
   -2.5647   -1.2848   -0.8591
   -0.2832    0.5414   -0.0843
   -2.6090    1.3639   -0.9784
    0.5988   -0.3083    0.0546
   -2.5647   -0.3083   -0.0504
   -0.6029    3.0298   -5.6504
   -1.5209   -1.7491   -3.2136
   -1.9530    0.5414   -0.2629
    3.0164   -0.6056    0.0476
    2.5853    0.5414    0.1513
    1.6335    0.2747    0.0794
   -2.8625   -1.7491   -0.8406
   -1.2405   -0.3083   -0.0811
   -2.6090    0.2747   -0.0412
    0.5988   -1.7491    1.6986
   -1.5209   -0.9637   -0.9624
   -1.7004    2.7781   -8.3558
   -1.9530    1.8182   -3.3085
    2.5560    1.3639    0.9900
    0.5988         0         0
    1.9326    0.5414    0.2862
         0    0.9247         0
    3.0164   -0.9637    0.1271
   -0.8614   -1.2848   -1.3191
    1.3042    0.2747    0.0664
    0.2919   -2.6738    1.9454
    0.5988    0.9247    0.5220
    1.9256   -1.7491    3.0247
    0.5988   -2.3049    3.2363
    1.6335    0.9247    0.9022
   -0.2832    2.0340   -1.2515
    3.0164   -0.3083    0.0115
    0.5988    1.1955    0.7430
    0.8891   -1.7491    2.4497
    1.3042   -2.3049    5.5040
    3.0164   -2.7618    1.0357
    2.5560   -0.9637    0.5037
    1.3042   -1.2848    1.4577
   -1.5209    1.8182   -3.2131
    1.9326   -1.2848    1.5111
   -0.8614   -2.3049   -3.9710
   -2.6090         0         0
    1.6335   -0.6056    0.3402
    0.5988    2.7781    4.0627
    2.5560    0.2747    0.0382
   -0.8614   -2.7618   -5.3367
   -0.2832    1.1955   -0.3822
   -2.8625    2.0340   -1.1256
    1.3042   -2.7618    7.9229
    1.3042   -0.6056    0.3658
   -2.8625   -2.3049   -1.3635
    1.9256   -2.3049    5.2661
    1.3042   -2.6738    6.3665
   -0.8614    1.8182   -2.5577
    1.6335    1.8182    3.5696
    2.5853   -2.3049    2.5744
   -1.2405    1.8182   -2.8753
   -0.2832   -1.5334   -0.7107
   -1.2405   -0.9637   -0.8758
    2.5560   -0.3083    0.0538
   -1.2405    1.3639   -1.8790
    0.8891    2.1697    3.6902
    2.5853    1.3639    1.0670
    3.0164    2.7781    0.9247
   -1.7004    0.5414   -0.2721
   -0.2832   -0.3083   -0.0284
    2.5560    0.5414    0.1701
    1.9256   -0.9637    0.8779
   -0.6029    2.1697   -2.7874
   -2.8625    0.5414   -0.0858
   -2.8625   -0.9637   -0.2811
         0    1.3639         0
   -1.9530   -2.3049   -4.6905
    1.3042    1.3639    1.6675
    1.9326   -0.9637    0.9348
   -1.9530   -0.6056   -0.3614
    2.5560   -1.2848    0.8477
   -2.5647    0.9247   -0.4656
   -1.7004    1.3639   -1.9983
    1.6335   -2.6738    7.4353
    2.5853   -0.9637    0.4608
    0.2919   -2.3049    1.5621
   -1.7004   -0.9637   -0.9484
    2.5560   -2.3049    2.8433
   -0.8614    0.9247   -0.6339
    1.9256    2.0340    3.6012
    0.8891    2.7781    5.5150
         0    1.1955         0
   -2.5647    2.1697   -2.3872
   -1.7004    3.0298   -9.3885
    3.0164    1.1955    0.1799
         0   -0.3083         0
    1.6335   -2.7618    7.7919
    0.8891   -0.9637    0.6869
   -2.5647   -2.1487   -2.4755
    1.6335   -0.9637    0.9518
    3.0164   -2.1487    0.5940
   -1.7004   -0.6056   -0.3548
    0.5988    1.3639    0.9906
    1.9256   -2.7618    7.8214
   -0.6029   -1.7491   -1.7818
    2.5853   -2.7618    4.3488
         0   -1.2848         0
   -2.5647   -2.6738   -3.9828
   -2.6090    1.1955   -0.7532
   -2.6090   -0.6056   -0.1685
    3.0164    0.9247    0.1123
    1.9326   -2.1487    4.2601
   -1.9530    0.9247   -0.7220
    0.5988   -0.9637    0.5267
   -2.5647    2.7781   -4.5331
   -1.7004    1.1955   -1.2957
    0.5988   -1.5334    1.1943
   -1.2405   -2.7618   -7.5487
    2.5560   -0.6056    0.1855
   -1.7004   -2.6738   -6.7936
   -2.6090    0.9247   -0.4382
    1.9256    1.8182    3.0581
   -2.5647   -1.5334   -1.2267
    2.5853    2.7781    4.4376
   -1.5209   -2.6738   -6.5898
    2.5560    3.0298    5.5680
         0         0         0
   -0.6029    0.2747   -0.0389
   -0.2832   -0.6056   -0.1030
   -0.8614    3.0298   -7.0252
   -1.2405   -2.3049   -5.5077
   -2.8625   -1.2848   -0.4712
   -1.7004    2.1697   -4.5790
   -0.6029   -0.9637   -0.5656
   -0.6029         0         0
         0    2.7781         0
    2.5853    0.2747    0.0410
    3.0164   -1.7491    0.3923
   -0.6029    1.8182   -1.9318
   -0.6029   -2.1487   -2.5856
    0.5988    2.1697    2.6222
    0.8891    3.0298    6.9104
   -0.2832    1.8182   -0.8843
   -0.8614   -2.6738   -4.8995
    3.0164   -1.5334    0.2818
    2.5853    0.9247    0.4700
    1.9256   -2.6738    6.2982
   -2.6090    2.0340   -1.9454
   -2.8625   -2.6738   -2.0893
    1.6335   -2.3049    4.8338
   -0.2832   -2.1487   -1.1979
   -0.8614   -1.5334   -1.8397
    1.9256   -0.6056    0.3471
   -2.6090   -1.5334   -1.2467
   -2.8625   -1.5334   -0.6374
    0.8891   -1.5334    1.8243
    3.0164         0         0
   -1.2405         0         0
    0.2919    1.3639    0.5443
    0.5988    1.8182    1.8589
    0.8891   -1.2848    1.1788
         0   -1.5334         0
   -2.5647    0.5414   -0.1531
    1.3042   -0.3083    0.0952
   -1.2405    0.5414   -0.2878
   -0.2832   -0.9637   -0.2781
   -1.9530    1.3639   -1.6889
    1.6335   -1.7491    3.0809
   -1.7004   -2.7618   -8.1798
   -0.8614    0.2747   -0.0592
    1.9256   -1.5334    2.1547
   -1.7004   -0.3083   -0.0986
    3.0164    0.2747    0.0090
   -1.2405   -1.7491   -3.0646
         0   -0.6056         0
    1.9326   -1.5334    1.9814
    0.5988    0.2747    0.0421
   -0.6029    1.3639   -1.1286
   -2.6090   -0.3083   -0.0474
   -2.5647   -2.7618   -4.5093
    1.9326    2.0340    4.2049
    0.2919   -1.2848    0.5217
   -0.2832   -2.3049   -1.4846
    1.9326    1.8182    3.3382
   -0.8614    1.3639   -1.2759
         0    3.0298         0
         0    0.5414         0
   -0.8614   -0.9637   -0.7626
   -0.6029   -0.3083   -0.0540
    0.8891   -2.1487    3.7538
   -1.9530   -2.6738   -7.0709
    2.5853   -0.6056    0.2106
    0.8891    0.9247    0.6657
   -1.2405   -1.5334   -2.1934
   -2.5647   -0.6056   -0.2014
   -0.2832    2.1697   -1.3192
   -0.6029   -2.6738   -3.9695
   -2.8625    1.8182   -0.8635
   -1.2405    2.1697   -4.4046
    2.5853    2.0340    2.2600
    2.5853    1.1955    0.6896
    1.9256    0.5414    0.2565
    1.3042    1.8182    3.4796
    0.8891   -2.7618    5.3645
   -2.5647    1.8182   -1.8070
    2.5560    2.7781    4.4118
   -0.2832    2.7781   -2.0553
   -1.9530    2.7781   -7.6258
   -1.9530    3.0298   -8.0780
   -1.5209    0.5414   -0.3128
   -1.7004         0         0
    0.2919    0.2747    0.0205
   -2.6090    0.5414   -0.1579
   -1.7004    0.9247   -0.8434
    3.0164   -1.2848    0.2124
    1.9326   -2.6738    6.2155
    2.5853   -1.2848    0.8129
    1.9326    1.3639    1.8205
   -1.9530         0         0
   -1.2405    2.7781   -7.4084
   -2.5647    2.0340   -2.2094
   -0.8614   -0.3083   -0.0775
   -1.5209    0.2747   -0.0693
    3.0164   -2.6738    0.8502
   -2.6090   -2.3049   -2.7674
   -1.7004    0.2747   -0.0747
    1.3042    2.7781    7.8175
    1.6335    1.1955    1.4576
    0.2919   -2.7618    2.1679
   -0.8614    2.7781   -6.0528
    1.3042    0.5414    0.2896
   -2.6090   -2.7618   -3.9366
   -2.8625    2.7781   -2.1954
    1.9256    1.3639    1.8345
   -2.8625         0         0
   -2.8625   -2.7618   -2.0653
    0.8891         0         0
    1.3042    0.9247    0.8227
   -2.8625   -0.6056   -0.1108
    0.8891    1.1955    1.0336
   -2.8625   -0.3083   -0.0288
   -1.7004    2.0340   -3.9010
    1.9326    2.1697    4.3509
    2.5560    1.1955    0.7474
   -1.5209    2.7781   -7.8269
         0    2.1697         0
   -1.9530    2.1697   -4.2187
   -2.6090   -0.9637   -0.4419
   -1.2405    0.2747   -0.0675
    0.5988   -2.7618    4.4240
   -0.8614         0         0
    2.5853         0         0
         0   -2.3049         0
    3.0164    0.5414    0.0364
   -2.6090   -1.2848   -0.8234
   -1.5209   -1.2848   -1.7111
   -1.9530   -0.9637   -0.8027
   -1.2405    1.1955   -1.2698
   -0.2832    3.0298   -2.4844
   -0.2832   -1.7491   -0.8126
    2.5560   -2.1487    2.3036
    1.9256    2.7781    7.9112
   -0.8614    0.5414   -0.2331
   -2.8625    0.9247   -0.2227
    0.5988   -2.6738    4.3024
    2.5560    2.1697    2.6298
   -1.9530    2.0340   -3.9641
    0.8891   -0.3083    0.0740
   -1.2405   -2.6738   -6.2284
   -2.5647    0.2747   -0.0378
   -1.5209   -2.3049   -5.0556
    1.9256    1.1955    1.2242
    1.9326   -2.7618    6.9725
    1.3042   -0.9637    0.9323
    0.8891    0.5414    0.2237
   -0.6029    0.9247   -0.4731
    2.5560    2.0340    2.0772
   -2.8625    1.1955   -0.4072
    0.8891    1.3639    1.3701
    1.6335    3.0298    9.0815
   -2.6090    2.7781   -4.0767
   -0.6029   -1.5334   -1.2407
   -1.5209   -0.3083   -0.0857
    1.6335   -2.1487    4.6680
   -0.6029   -2.3049   -3.0078
    1.3042    1.1955    1.3248
   -1.7004   -1.2848   -1.7967
   -1.5209   -0.6056   -0.3430
    2.5853   -1.7491    1.7288
   -0.2832         0         0
    1.6335    0.5414    0.2784
